Season,County,Flu Week,CDC Week,Count,Population,Area_sq_miles,Population Density,Log_Population_Density,Density_Rank,Flu_Case_Count_per_100k,Normalized Count
2016,Albany,1,40,0,303874,522.89,581.1,6.366796855,2,0,0
2016,Albany,2,41,0,303874,522.89,581.1,6.366796855,2,0,0
2016,Albany,3,42,2,303874,522.89,581.1,6.366796855,2,0.65816753,0.04444444444
2016,Albany,4,43,0,303874,522.89,581.1,6.366796855,2,0,0
2016,Albany,5,44,1,303874,522.89,581.1,6.366796855,2,0.329083765,0.01098901099
2016,Albany,6,45,1,303874,522.89,581.1,6.366796855,2,0.329083765,0.01298701299
2016,Albany,7,46,1,303874,522.89,581.1,6.366796855,2,0.329083765,0.008771929825
2016,Albany,8,47,2,303874,522.89,581.1,6.366796855,2,0.65816753,0.01162790698
2016,Albany,9,48,4,303874,522.89,581.1,6.366796855,2,1.31633506,0.01465201465
2016,Albany,10,49,0,303874,522.89,581.1,6.366796855,2,0,0
2016,Albany,11,50,2,303874,522.89,581.1,6.366796855,2,0.65816753,0.003327787022
2016,Albany,12,51,3,303874,522.89,581.1,6.366796855,2,0.987251295,0.002057613169
2016,Albany,13,52,16,303874,522.89,581.1,6.366796855,2,5.26534024,0.005751258088
2016,Albany,14,1,19,303874,522.89,581.1,6.366796855,2,6.252591535,0.006306007302
2016,Albany,15,2,29,303874,522.89,581.1,6.366796855,2,9.543429184,0.008534432019
2016,Albany,16,3,30,303874,522.89,581.1,6.366796855,2,9.872512949,0.006858710562
2016,Albany,17,4,48,303874,522.89,581.1,6.366796855,2,15.79602072,0.009174311927
2016,Albany,18,5,54,303874,522.89,581.1,6.366796855,2,17.77052331,0.01011994003
2016,Albany,19,6,63,303874,522.89,581.1,6.366796855,2,20.73227719,0.01036866359
2016,Albany,20,7,74,303874,522.89,581.1,6.366796855,2,24.35219861,0.01328545781
2016,Albany,21,8,92,303874,522.89,581.1,6.366796855,2,30.27570638,0.01756730953
2016,Albany,22,9,52,303874,522.89,581.1,6.366796855,2,17.11235578,0.01648177496
2016,Albany,23,10,42,303874,522.89,581.1,6.366796855,2,13.82151813,0.01844532279
2016,Albany,24,11,18,303874,522.89,581.1,6.366796855,2,5.92350777,0.009022556391
2016,Albany,25,12,35,303874,522.89,581.1,6.366796855,2,11.51793177,0.01489361702
2016,Albany,26,13,20,303874,522.89,581.1,6.366796855,2,6.5816753,0.007701193685
2016,Albany,27,14,35,303874,522.89,581.1,6.366796855,2,11.51793177,0.01253132832
2016,Albany,28,15,21,303874,522.89,581.1,6.366796855,2,6.910759065,0.009463722397
2016,Albany,29,16,18,303874,522.89,581.1,6.366796855,2,5.92350777,0.01292175162
2016,Albany,30,17,9,303874,522.89,581.1,6.366796855,2,2.961753885,0.01150895141
2016,Albany,31,18,4,303874,522.89,581.1,6.366796855,2,1.31633506,0.009302325581
2016,Albany,32,19,5,303874,522.89,581.1,6.366796855,2,1.645418825,0.02024291498
2016,Albany,33,20,1,303874,522.89,581.1,6.366796855,2,0.329083765,0.005347593583
2016,Allegany,1,40,0,46930,1029.44,45.6,3.844814256,1,0,0
2016,Allegany,2,41,0,46930,1029.44,45.6,3.844814256,1,0,0
2016,Allegany,3,42,0,46930,1029.44,45.6,3.844814256,1,0,0
2016,Allegany,4,43,0,46930,1029.44,45.6,3.844814256,1,0,0
2016,Allegany,5,44,0,46930,1029.44,45.6,3.844814256,1,0,0
2016,Allegany,6,45,0,46930,1029.44,45.6,3.844814256,1,0,0
2016,Allegany,7,46,0,46930,1029.44,45.6,3.844814256,1,0,0
2016,Allegany,8,47,0,46930,1029.44,45.6,3.844814256,1,0,0
2016,Allegany,9,48,0,46930,1029.44,45.6,3.844814256,1,0,0
2016,Allegany,10,49,0,46930,1029.44,45.6,3.844814256,1,0,0
2016,Allegany,11,50,0,46930,1029.44,45.6,3.844814256,1,0,0
2016,Allegany,12,51,0,46930,1029.44,45.6,3.844814256,1,0,0
2016,Allegany,13,52,1,46930,1029.44,45.6,3.844814256,1,2.130833156,0.0003594536305
2016,Allegany,14,1,1,46930,1029.44,45.6,3.844814256,1,2.130833156,0.0003318951211
2016,Allegany,15,2,0,46930,1029.44,45.6,3.844814256,1,0,0
2016,Allegany,16,3,2,46930,1029.44,45.6,3.844814256,1,4.261666312,0.0004572473708
2016,Allegany,17,4,17,46930,1029.44,45.6,3.844814256,1,36.22416365,0.003249235474
2016,Allegany,18,5,15,46930,1029.44,45.6,3.844814256,1,31.96249734,0.002811094453
2016,Allegany,19,6,21,46930,1029.44,45.6,3.844814256,1,44.74749627,0.003456221198
2016,Allegany,20,7,41,46930,1029.44,45.6,3.844814256,1,87.36415939,0.007360861759
2016,Allegany,21,8,34,46930,1029.44,45.6,3.844814256,1,72.4483273,0.006492266565
2016,Allegany,22,9,13,46930,1029.44,45.6,3.844814256,1,27.70083102,0.00412044374
2016,Allegany,23,10,4,46930,1029.44,45.6,3.844814256,1,8.523332623,0.001756697409
2016,Allegany,24,11,12,46930,1029.44,45.6,3.844814256,1,25.56999787,0.006015037594
2016,Allegany,25,12,20,46930,1029.44,45.6,3.844814256,1,42.61666312,0.008510638298
2016,Allegany,26,13,5,46930,1029.44,45.6,3.844814256,1,10.65416578,0.001925298421
2016,Allegany,27,14,9,46930,1029.44,45.6,3.844814256,1,19.1774984,0.003222341568
2016,Allegany,28,15,9,46930,1029.44,45.6,3.844814256,1,19.1774984,0.004055881027
2016,Allegany,29,16,2,46930,1029.44,45.6,3.844814256,1,4.261666312,0.001435750179
2016,Allegany,30,17,3,46930,1029.44,45.6,3.844814256,1,6.392499467,0.003836317136
2016,Allegany,31,18,1,46930,1029.44,45.6,3.844814256,1,2.130833156,0.002325581395
2016,Allegany,32,19,0,46930,1029.44,45.6,3.844814256,1,0,0
2016,Allegany,33,20,1,46930,1029.44,45.6,3.844814256,1,2.130833156,0.005347593583
2016,Bronx,1,40,4,1394728,42.17,"33,073.90",10.40583706,3,0.286794271,0.09302325581
2016,Bronx,2,41,11,1394728,42.17,"33,073.90",10.40583706,3,0.788684245,0.1964285714
2016,Bronx,3,42,4,1394728,42.17,"33,073.90",10.40583706,3,0.286794271,0.08888888889
2016,Bronx,4,43,5,1394728,42.17,"33,073.90",10.40583706,3,0.358492839,0.1219512195
2016,Bronx,5,44,10,1394728,42.17,"33,073.90",10.40583706,3,0.716985677,0.1098901099
2016,Bronx,6,45,15,1394728,42.17,"33,073.90",10.40583706,3,1.075478516,0.1948051948
2016,Bronx,7,46,15,1394728,42.17,"33,073.90",10.40583706,3,1.075478516,0.1315789474
2016,Bronx,8,47,24,1394728,42.17,"33,073.90",10.40583706,3,1.720765626,0.1395348837
2016,Bronx,9,48,35,1394728,42.17,"33,073.90",10.40583706,3,2.509449871,0.1282051282
2016,Bronx,10,49,46,1394728,42.17,"33,073.90",10.40583706,3,3.298134116,0.1310541311
2016,Bronx,11,50,77,1394728,42.17,"33,073.90",10.40583706,3,5.520789717,0.1281198003
2016,Bronx,12,51,209,1394728,42.17,"33,073.90",10.40583706,3,14.98500066,0.1433470508
2016,Bronx,13,52,555,1394728,42.17,"33,073.90",10.40583706,3,39.7927051,0.1994967649
2016,Bronx,14,1,431,1394728,42.17,"33,073.90",10.40583706,3,30.9020827,0.1430467972
2016,Bronx,15,2,476,1394728,42.17,"33,073.90",10.40583706,3,34.12851825,0.1400824014
2016,Bronx,16,3,649,1394728,42.17,"33,073.90",10.40583706,3,46.53237047,0.1483767718
2016,Bronx,17,4,632,1394728,42.17,"33,073.90",10.40583706,3,45.31349482,0.120795107
2016,Bronx,18,5,572,1394728,42.17,"33,073.90",10.40583706,3,41.01158075,0.1071964018
2016,Bronx,19,6,553,1394728,42.17,"33,073.90",10.40583706,3,39.64930797,0.09101382488
2016,Bronx,20,7,368,1394728,42.17,"33,073.90",10.40583706,3,26.38507293,0.06606822262
2016,Bronx,21,8,308,1394728,42.17,"33,073.90",10.40583706,3,22.08315887,0.05881229712
2016,Bronx,22,9,149,1394728,42.17,"33,073.90",10.40583706,3,10.68308659,0.04722662441
2016,Bronx,23,10,120,1394728,42.17,"33,073.90",10.40583706,3,8.60382813,0.05270092227
2016,Bronx,24,11,79,1394728,42.17,"33,073.90",10.40583706,3,5.664186852,0.03959899749
2016,Bronx,25,12,138,1394728,42.17,"33,073.90",10.40583706,3,9.894402349,0.05872340426
2016,Bronx,26,13,145,1394728,42.17,"33,073.90",10.40583706,3,10.39629232,0.05583365422
2016,Bronx,27,14,130,1394728,42.17,"33,073.90",10.40583706,3,9.320813807,0.04654493376
2016,Bronx,28,15,127,1394728,42.17,"33,073.90",10.40583706,3,9.105718104,0.05723298783
2016,Bronx,29,16,89,1394728,42.17,"33,073.90",10.40583706,3,6.38117253,0.06389088299
2016,Bronx,30,17,52,1394728,42.17,"33,073.90",10.40583706,3,3.728325523,0.06649616368
2016,Bronx,31,18,40,1394728,42.17,"33,073.90",10.40583706,3,2.86794271,0.09302325581
2016,Bronx,32,19,15,1394728,42.17,"33,073.90",10.40583706,3,1.075478516,0.06072874494
2016,Bronx,33,20,13,1394728,42.17,"33,073.90",10.40583706,3,0.932081381,0.06951871658
2016,Broome,1,40,0,193892,705.64,274.8,5.622391636,1,0,0
2016,Broome,2,41,0,193892,705.64,274.8,5.622391636,1,0,0
2016,Broome,3,42,0,193892,705.64,274.8,5.622391636,1,0,0
2016,Broome,4,43,0,193892,705.64,274.8,5.622391636,1,0,0
2016,Broome,5,44,0,193892,705.64,274.8,5.622391636,1,0,0
2016,Broome,6,45,1,193892,705.64,274.8,5.622391636,1,0.515751037,0.01298701299
2016,Broome,7,46,0,193892,705.64,274.8,5.622391636,1,0,0
2016,Broome,8,47,4,193892,705.64,274.8,5.622391636,1,2.063004147,0.02325581395
2016,Broome,9,48,1,193892,705.64,274.8,5.622391636,1,0.515751037,0.003663003663
2016,Broome,10,49,0,193892,705.64,274.8,5.622391636,1,0,0
2016,Broome,11,50,5,193892,705.64,274.8,5.622391636,1,2.578755183,0.008319467554
2016,Broome,12,51,5,193892,705.64,274.8,5.622391636,1,2.578755183,0.003429355281
2016,Broome,13,52,7,193892,705.64,274.8,5.622391636,1,3.610257257,0.002516175413
2016,Broome,14,1,39,193892,705.64,274.8,5.622391636,1,20.11429043,0.01294390972
2016,Broome,15,2,35,193892,705.64,274.8,5.622391636,1,18.05128628,0.01030017657
2016,Broome,16,3,65,193892,705.64,274.8,5.622391636,1,33.52381738,0.01486053955
2016,Broome,17,4,90,193892,705.64,274.8,5.622391636,1,46.4175933,0.01720183486
2016,Broome,18,5,116,193892,705.64,274.8,5.622391636,1,59.82712025,0.02173913043
2016,Broome,19,6,184,193892,705.64,274.8,5.622391636,1,94.89819075,0.03028308097
2016,Broome,20,7,188,193892,705.64,274.8,5.622391636,1,96.96119489,0.03375224417
2016,Broome,21,8,140,193892,705.64,274.8,5.622391636,1,72.20514513,0.02673286233
2016,Broome,22,9,99,193892,705.64,274.8,5.622391636,1,51.05935263,0.03137876387
2016,Broome,23,10,72,193892,705.64,274.8,5.622391636,1,37.13407464,0.03162055336
2016,Broome,24,11,68,193892,705.64,274.8,5.622391636,1,23.20879665,0.03408521303
2016,Broome,25,12,89,193892,705.64,274.8,5.622391636,1,57.76411611,0.03787234043
2016,Broome,26,13,42,193892,705.64,274.8,5.622391636,1,21.66154354,0.01617250674
2016,Broome,27,14,41,193892,705.64,274.8,5.622391636,1,21.1457925,0.01467955603
2016,Broome,28,15,31,193892,705.64,274.8,5.622391636,1,15.98828214,0.01397025687
2016,Broome,29,16,16,193892,705.64,274.8,5.622391636,1,8.252016587,0.01148600144
2016,Broome,30,17,3,193892,705.64,274.8,5.622391636,1,1.54725311,0.003836317136
2016,Broome,31,18,8,193892,705.64,274.8,5.622391636,1,4.126008293,0.01860465116
2016,Broome,32,19,1,193892,705.64,274.8,5.622391636,1,0.515751037,0.004048582996
2016,Broome,33,20,2,193892,705.64,274.8,5.622391636,1,1.031502073,0.01069518717
2016,Cattaraugus,1,40,1,77644,1310,59.3,4.101651137,1,1.287929524,0.02325581395
2016,Cattaraugus,2,41,0,77644,1310,59.3,4.101651137,1,0,0
2016,Cattaraugus,3,42,0,77644,1310,59.3,4.101651137,1,0,0
2016,Cattaraugus,4,43,0,77644,1310,59.3,4.101651137,1,0,0
2016,Cattaraugus,5,44,0,77644,1310,59.3,4.101651137,1,0,0
2016,Cattaraugus,6,45,0,77644,1310,59.3,4.101651137,1,0,0
2016,Cattaraugus,7,46,0,77644,1310,59.3,4.101651137,1,0,0
2016,Cattaraugus,8,47,0,77644,1310,59.3,4.101651137,1,0,0
2016,Cattaraugus,9,48,0,77644,1310,59.3,4.101651137,1,0,0
2016,Cattaraugus,10,49,2,77644,1310,59.3,4.101651137,1,2.575859049,0.005698005698
2016,Cattaraugus,11,50,0,77644,1310,59.3,4.101651137,1,0,0
2016,Cattaraugus,12,51,0,77644,1310,59.3,4.101651137,1,0,0
2016,Cattaraugus,13,52,4,77644,1310,59.3,4.101651137,1,5.151718098,0.001437814522
2016,Cattaraugus,14,1,1,77644,1310,59.3,4.101651137,1,1.287929524,0.0003318951211
2016,Cattaraugus,15,2,2,77644,1310,59.3,4.101651137,1,2.575859049,0.0005885815185
2016,Cattaraugus,16,3,1,77644,1310,59.3,4.101651137,1,1.287929524,0.0002286236854
2016,Cattaraugus,17,4,9,77644,1310,59.3,4.101651137,1,11.59136572,0.001720183486
2016,Cattaraugus,18,5,7,77644,1310,59.3,4.101651137,1,9.015506671,0.001311844078
2016,Cattaraugus,19,6,14,77644,1310,59.3,4.101651137,1,18.03101334,0.002304147465
2016,Cattaraugus,20,7,11,77644,1310,59.3,4.101651137,1,14.16722477,0.00197486535
2016,Cattaraugus,21,8,7,77644,1310,59.3,4.101651137,1,9.015506671,0.001336643116
2016,Cattaraugus,22,9,20,77644,1310,59.3,4.101651137,1,25.75859049,0.006339144216
2016,Cattaraugus,23,10,4,77644,1310,59.3,4.101651137,1,5.151718098,0.001756697409
2016,Cattaraugus,24,11,0,77644,1310,59.3,4.101651137,1,0,0
2016,Cattaraugus,25,12,1,77644,1310,59.3,4.101651137,1,1.287929524,0.0004255319149
2016,Cattaraugus,26,13,5,77644,1310,59.3,4.101651137,1,6.439647622,0.001925298421
2016,Cattaraugus,27,14,4,77644,1310,59.3,4.101651137,1,5.151718098,0.001432151808
2016,Cattaraugus,28,15,8,77644,1310,59.3,4.101651137,1,10.3034362,0.00360522758
2016,Cattaraugus,29,16,3,77644,1310,59.3,4.101651137,1,3.863788573,0.002153625269
2016,Cattaraugus,30,17,0,77644,1310,59.3,4.101651137,1,0,0
2016,Cattaraugus,31,18,0,77644,1310,59.3,4.101651137,1,0,0
2016,Cattaraugus,32,19,0,77644,1310,59.3,4.101651137,1,0,0
2016,Cattaraugus,33,20,1,77644,1310,59.3,4.101651137,1,1.287929524,0.005347593583
2016,Cayuga,1,40,0,77627,691.58,112.2,4.731979033,1,0,0
2016,Cayuga,2,41,0,77627,691.58,112.2,4.731979033,1,0,0
