Season,County,Flu Week,CDC Week,Count,Population,Area_sq_miles,Population Density,Log_Population_Density,Density_Rank,Flu_Case_Count_per_100k,Normalized Count
2019,Albany,1,40,2,303709,522.89,580.8,6.366796855,2,0.658525101,0.02298850575
2019,Albany,2,41,1,303709,522.89,580.8,6.366796855,2,0.329262551,0.0101010101
2019,Albany,3,42,0,303709,522.89,580.8,6.366796855,2,0,0
2019,Albany,4,43,2,303709,522.89,580.8,6.366796855,2,0.658525101,0.0157480315
2019,Albany,5,44,2,303709,522.89,580.8,6.366796855,2,0.658525101,0.01075268817
2019,Albany,6,45,5,303709,522.89,580.8,6.366796855,2,1.646312753,0.01811594203
2019,Albany,7,46,4,303709,522.89,580.8,6.366796855,2,1.317050203,0.009803921569
2019,Albany,8,47,9,303709,522.89,580.8,6.366796855,2,2.963362956,0.0125
2019,Albany,9,48,5,303709,522.89,580.8,6.366796855,2,1.646312753,0.004344048653
2019,Albany,10,49,11,303709,522.89,580.8,6.366796855,2,3.621888057,0.00598476605
2019,Albany,11,50,6,303709,522.89,580.8,6.366796855,2,1.975575304,0.001838235294
2019,Albany,12,51,17,303709,522.89,580.8,6.366796855,2,5.597463361,0.003209363791
2019,Albany,13,52,25,303709,522.89,580.8,6.366796855,2,8.231563767,0.002716210343
2019,Albany,14,1,57,303709,522.89,580.8,6.366796855,2,18.76796539,0.005657006749
2019,Albany,15,2,73,303709,522.89,580.8,6.366796855,2,24.0361662,0.006607530775
2019,Albany,16,3,72,303709,522.89,580.8,6.366796855,2,23.70690365,0.005340850085
2019,Albany,17,4,97,303709,522.89,580.8,6.366796855,2,31.93846741,0.006466666667
2019,Albany,18,5,196,303709,522.89,580.8,6.366796855,2,64.53545993,0.01137814931
2019,Albany,19,6,214,303709,522.89,580.8,6.366796855,2,70.46218584,0.01241803517
2019,Albany,20,7,198,303709,522.89,580.8,6.366796855,2,65.19398503,0.0138820725
2019,Albany,21,8,246,303709,522.89,580.8,6.366796855,2,80.99858746,0.0233884769
2019,Albany,22,9,139,303709,522.89,580.8,6.366796855,2,45.76749454,0.01643608845
2019,Albany,23,10,99,303709,522.89,580.8,6.366796855,2,32.59699252,0.01382102471
2019,Albany,24,11,122,303709,522.89,580.8,6.366796855,2,40.17003118,0.02008230453
2019,Albany,25,12,96,303709,522.89,580.8,6.366796855,2,31.60920486,0.02852049911
2019,Albany,26,13,19,303709,522.89,580.8,6.366796855,2,6.255988463,0.02486910995
2019,Albany,27,14,1,303709,522.89,580.8,6.366796855,2,0.329262551,0.00518134715
2019,Albany,28,15,1,303709,522.89,580.8,6.366796855,2,0.329262551,0.006993006993
2019,Albany,29,16,0,303709,522.89,580.8,6.366796855,2,0,
2019,Albany,30,17,0,303709,522.89,580.8,6.366796855,2,0,
2019,Albany,31,18,0,303709,522.89,580.8,6.366796855,2,0,
2019,Albany,32,19,0,303709,522.89,580.8,6.366796855,2,0,
2019,Albany,33,20,0,303709,522.89,580.8,6.366796855,2,0,
2019,Allegany,1,40,0,45922,1029.44,44.6,3.844814256,1,0,0
2019,Allegany,2,41,0,45922,1029.44,44.6,3.844814256,1,0,0
2019,Allegany,3,42,0,45922,1029.44,44.6,3.844814256,1,0,0
2019,Allegany,4,43,0,45922,1029.44,44.6,3.844814256,1,0,0
2019,Allegany,5,44,0,45922,1029.44,44.6,3.844814256,1,0,0
2019,Allegany,6,45,0,45922,1029.44,44.6,3.844814256,1,0,0
2019,Allegany,7,46,1,45922,1029.44,44.6,3.844814256,1,2.177605505,0.002450980392
2019,Allegany,8,47,0,45922,1029.44,44.6,3.844814256,1,0,0
2019,Allegany,9,48,0,45922,1029.44,44.6,3.844814256,1,0,0
2019,Allegany,10,49,1,45922,1029.44,44.6,3.844814256,1,2.177605505,0.0005440696409
2019,Allegany,11,50,4,45922,1029.44,44.6,3.844814256,1,8.71042202,0.001225490196
2019,Allegany,12,51,7,45922,1029.44,44.6,3.844814256,1,15.24323853,0.001321502737
2019,Allegany,13,52,19,45922,1029.44,44.6,3.844814256,1,41.37450459,0.002064319861
2019,Allegany,14,1,20,45922,1029.44,44.6,3.844814256,1,43.5521101,0.001984914649
2019,Allegany,15,2,16,45922,1029.44,44.6,3.844814256,1,34.84168808,0.001448225923
2019,Allegany,16,3,27,45922,1029.44,44.6,3.844814256,1,58.79534863,0.002002818782
2019,Allegany,17,4,33,45922,1029.44,44.6,3.844814256,1,71.86098166,0.0022
2019,Allegany,18,5,30,45922,1029.44,44.6,3.844814256,1,65.32816515,0.001741553466
2019,Allegany,19,6,53,45922,1029.44,44.6,3.844814256,1,115.4130918,0.00307549469
2019,Allegany,20,7,54,45922,1029.44,44.6,3.844814256,1,117.5906973,0.003786019771
2019,Allegany,21,8,50,45922,1029.44,44.6,3.844814256,1,108.8802752,0.004753755467
2019,Allegany,22,9,41,45922,1029.44,44.6,3.844814256,1,89.2818257,0.004848054866
2019,Allegany,23,10,49,45922,1029.44,44.6,3.844814256,1,106.7026697,0.0068407092
2019,Allegany,24,11,38,45922,1029.44,44.6,3.844814256,1,82.74900919,0.006255144033
2019,Allegany,25,12,26,45922,1029.44,44.6,3.844814256,1,56.61774313,0.007724301842
2019,Allegany,26,13,17,45922,1029.44,44.6,3.844814256,1,37.01929358,0.0222513089
2019,Allegany,27,14,4,45922,1029.44,44.6,3.844814256,1,8.71042202,0.0207253886
2019,Allegany,28,15,2,45922,1029.44,44.6,3.844814256,1,4.35521101,0.01398601399
2019,Allegany,29,16,0,45922,1029.44,44.6,3.844814256,1,0,
2019,Allegany,30,17,0,45922,1029.44,44.6,3.844814256,1,0,
2019,Allegany,31,18,0,45922,1029.44,44.6,3.844814256,1,0,
2019,Allegany,32,19,0,45922,1029.44,44.6,3.844814256,1,0,
2019,Allegany,33,20,0,45922,1029.44,44.6,3.844814256,1,0,
2019,Bronx,1,40,6,1399538,42.17,"33,188.00",10.40583706,3,0.428712904,0.06896551724
2019,Bronx,2,41,12,1399538,42.17,"33,188.00",10.40583706,3,0.857425808,0.1212121212
2019,Bronx,3,42,6,1399538,42.17,"33,188.00",10.40583706,3,0.428712904,0.06315789474
2019,Bronx,4,43,6,1399538,42.17,"33,188.00",10.40583706,3,0.428712904,0.04724409449
2019,Bronx,5,44,12,1399538,42.17,"33,188.00",10.40583706,3,0.857425808,0.06451612903
2019,Bronx,6,45,23,1399538,42.17,"33,188.00",10.40583706,3,1.643399465,0.08333333333
2019,Bronx,7,46,73,1399538,42.17,"33,188.00",10.40583706,3,5.216006997,0.1789215686
2019,Bronx,8,47,130,1399538,42.17,"33,188.00",10.40583706,3,9.288779583,0.1805555556
2019,Bronx,9,48,217,1399538,42.17,"33,188.00",10.40583706,3,15.50511669,0.1885317116
2019,Bronx,10,49,253,1399538,42.17,"33,188.00",10.40583706,3,18.07739411,0.1376496192
2019,Bronx,11,50,569,1399538,42.17,"33,188.00",10.40583706,3,40.65627371,0.1743259804
2019,Bronx,12,51,960,1399538,42.17,"33,188.00",10.40583706,3,68.59406461,0.1812346611
2019,Bronx,13,52,1541,1399538,42.17,"33,188.00",10.40583706,3,110.1077641,0.1674272056
2019,Bronx,14,1,1501,1399538,42.17,"33,188.00",10.40583706,3,107.2496781,0.1489678444
2019,Bronx,15,2,1626,1399538,42.17,"33,188.00",10.40583706,3,116.1811969,0.1471759594
2019,Bronx,16,3,2331,1399538,42.17,"33,188.00",10.40583706,3,166.5549631,0.1729100215
2019,Bronx,17,4,2252,1399538,42.17,"33,188.00",10.40583706,3,160.9102432,0.1501333333
2019,Bronx,18,5,2423,1399538,42.17,"33,188.00",10.40583706,3,173.128561,0.1406594682
2019,Bronx,19,6,2238,1399538,42.17,"33,188.00",10.40583706,3,159.9099131,0.1298671154
2019,Bronx,20,7,1532,1399538,42.17,"33,188.00",10.40583706,3,109.4646948,0.1074107831
