Season,County,Flu Week,CDC Week,Count,Population,Area_sq_miles,Population Density,Log_Population_Density,Density_Rank,Flu_Case_Count_per_100k,Normalized Count
2021,Albany,1,40,1,303654,522.89,580.7,6.366796855,2,0.329322189,0.006666666667
2021,Albany,2,41,3,303654,522.89,580.7,6.366796855,2,0.987966567,0.01818181818
2021,Albany,3,42,5,303654,522.89,580.7,6.366796855,2,1.646610945,0.02564102564
2021,Albany,4,43,3,303654,522.89,580.7,6.366796855,2,0.987966567,0.01775147929
2021,Albany,5,44,1,303654,522.89,580.7,6.366796855,2,0.329322189,0.003115264798
2021,Albany,6,45,8,303654,522.89,580.7,6.366796855,2,2.634577513,0.01360544218
2021,Albany,7,46,11,303654,522.89,580.7,6.366796855,2,3.62254408,0.01121304791
2021,Albany,8,47,16,303654,522.89,580.7,6.366796855,2,5.269155025,0.01407211961
2021,Albany,9,48,26,303654,522.89,580.7,6.366796855,2,8.562376916,0.009040333797
2021,Albany,10,49,50,303654,522.89,580.7,6.366796855,2,16.46610945,0.01048218029
2021,Albany,11,50,42,303654,522.89,580.7,6.366796855,2,13.83153194,0.004653224019
2021,Albany,12,51,18,303654,522.89,580.7,6.366796855,2,5.927799403,0.002847200253
2021,Albany,13,52,36,303654,522.89,580.7,6.366796855,2,11.85559881,0.007116030836
2021,Albany,14,1,14,303654,522.89,580.7,6.366796855,2,4.610510647,0.003200731596
2021,Albany,15,2,7,303654,522.89,580.7,6.366796855,2,2.305255323,0.002988898377
2021,Albany,16,3,4,303654,522.89,580.7,6.366796855,2,1.317288756,0.003025718608
2021,Albany,17,4,5,303654,522.89,580.7,6.366796855,2,1.646610945,0.005149330587
2021,Albany,18,5,2,303654,522.89,580.7,6.366796855,2,0.658644378,0.001838235294
2021,Albany,19,6,0,303654,522.89,580.7,6.366796855,2,0,0
2021,Albany,20,7,7,303654,522.89,580.7,6.366796855,2,2.305255323,0.006910167818
2021,Albany,21,8,1,303654,522.89,580.7,6.366796855,2,0.329322189,0.001184834123
