Season,County,Flu Week,CDC Week,Count,Population,Area_sq_miles,Population Density,Log_Population_Density,Density_Rank,Flu_Case_Count_per_100k,Normalized Count
2015,Albany,1,40,0,303929,522.89,581.2,6.366796855,2,0,0
2015,Albany,2,41,0,303929,522.89,581.2,6.366796855,2,0,0
2015,Albany,3,42,1,303929,522.89,581.2,6.366796855,2,0.329024213,0.02941176471
2015,Albany,4,43,0,303929,522.89,581.2,6.366796855,2,0,0
2015,Albany,5,44,0,303929,522.89,581.2,6.366796855,2,0,0
2015,Albany,6,45,0,303929,522.89,581.2,6.366796855,2,0,0
2015,Albany,7,46,0,303929,522.89,581.2,6.366796855,2,0,0
2015,Albany,8,47,0,303929,522.89,581.2,6.366796855,2,0,0
2015,Albany,9,48,0,303929,522.89,581.2,6.366796855,2,0,0
2015,Albany,10,49,0,303929,522.89,581.2,6.366796855,2,0,0
2015,Albany,11,50,1,303929,522.89,581.2,6.366796855,2,0.329024213,0.01333333333
2015,Albany,12,51,0,303929,522.89,581.2,6.366796855,2,0,0
2015,Albany,13,52,0,303929,522.89,581.2,6.366796855,2,0,0
2015,Albany,14,1,0,303929,522.89,581.2,6.366796855,2,0,0
2015,Albany,15,2,1,303929,522.89,581.2,6.366796855,2,0.329024213,0.004166666667
2015,Albany,16,3,4,303929,522.89,581.2,6.366796855,2,1.316096852,0.009708737864
2015,Albany,17,4,4,303929,522.89,581.2,6.366796855,2,1.316096852,0.006814310051
2015,Albany,18,5,7,303929,522.89,581.2,6.366796855,2,2.30316949,0.006737247353
2015,Albany,19,6,14,303929,522.89,581.2,6.366796855,2,4.60633898,0.008087810514
2015,Albany,20,7,31,303929,522.89,581.2,6.366796855,2,10.1997506,0.01234076433
2015,Albany,21,8,57,303929,522.89,581.2,6.366796855,2,18.75438013,0.01465672409
2015,Albany,22,9,68,303929,522.89,581.2,6.366796855,2,22.37364648,0.01329683223
2015,Albany,23,10,85,303929,522.89,581.2,6.366796855,2,27.9670581,0.0132357521
2015,Albany,24,11,98,303929,522.89,581.2,6.366796855,2,32.24437286,0.01603665521
2015,Albany,25,12,67,303929,522.89,581.2,6.366796855,2,22.04462226,0.01483285366
2015,Albany,26,13,72,303929,522.89,581.2,6.366796855,2,23.68974333,0.0192926045
2015,Albany,27,14,50,303929,522.89,581.2,6.366796855,2,16.45121064,0.01923816853
2015,Albany,28,15,47,303929,522.89,581.2,6.366796855,2,15.46413801,0.02163904236
